Ticker,Total_Return,Volatility,Max_Drawdown
NVDA,3.473128092203349,0.030884744387787027,-0.3688102640330235
AMD,2.373574856317109,0.036540728512499815,-0.6300028513679348
GOOGL,1.7946385672767367,0.01909463268433147,-0.2980587651562644
TSLA,0.7148780810951636,0.037908640884933335,-0.5376568011858521
AAPL,0.6823727417887933,0.017200432553321165,-0.3336050809592915
