Ticker,Annual_Return,Annual_Volatility,Sharpe_Ratio
GOOGL,0.47827821865684855,0.3031178967532006,1.5778620258976788
NVDA,0.7506129234665613,0.49028011773529373,1.53098789103217
AMD,0.6765172388716146,0.5800660822152099,1.1662761530342682
AAPL,0.2558327904803189,0.27304840187296525,0.9369503308770294
TSLA,0.40536259768342214,0.6017810179319347,0.6736048256830713
