Ticker,Annual Return %,Annual Volatility %,Max Drawdown %,Sharpe
GOOGL,47.827821865684854,30.31178967532006,29.80587651562644,1.5778620258976788
NVDA,75.06129234665613,49.02801177352937,36.88102640330235,1.53098789103217
AMD,67.65172388716147,58.00660822152099,63.00028513679348,1.1662761530342682
TSLA,40.53625976834221,60.17810179319347,53.765680118585216,0.6736048256830713
