Ticker,Latest_Close,MA20,MA60,Return
AAPL,308.82000732421875,289.217626953125,268.7615788777669,0.012557845216167651
NVDA,215.3300018310547,214.74550094604493,194.34702428181967,-0.0190423797566589
TSLA,426.010009765625,409.25850067138674,390.3991673787435,0.019528547428303344
AMD,467.510009765625,405.89600067138673,285.8608334859212,0.039858567970152414
GOOGL,382.9700012207031,385.48300018310545,335.0961100260417,-0.012098236591603917
