Price,Close,High,Low,Open,Volume
Ticker,QCOM,QCOM,QCOM,QCOM,QCOM
2024-01-02,133.1572723388672,135.0279134074353,131.7804082982895,135.01842298948486,8495800
2024-01-03,130.65992736816406,131.8848577576637,130.08069312464875,131.8848577576637,8133300
2024-01-04,129.30206298828125,130.4035601506636,128.1341039137702,128.60888567453608,6770300
2024-01-05,129.83384704589844,131.10627347842555,128.9982408013469,129.29260324459062,6827300
2024-01-08,132.01783752441406,132.13178052969116,129.74838090442998,130.08073398874402,7729400
2024-01-09,132.83444213867188,133.84097716603978,130.22314242121416,130.6029620389867,5856900
2024-01-10,132.28369140625,132.96737829851023,130.84035080156846,132.8344399855257,5652500
2024-01-11,132.01783752441406,132.8914343729862,129.16914647895157,131.9893517730948,7374900
2024-01-12,133.1287841796875,135.46471649081238,132.14124463081708,134.95194414703957,6546600
2024-01-16,134.00241088867188,134.10686346446806,131.02078175771535,132.9389042908858,7483000
2024-01-17,132.29319763183594,132.58756000714786,130.422556323162,132.5780550987897,6584700
2024-01-18,137.9620819091797,138.30392536700728,135.15138191298846,135.93001649020187,12893000
2024-01-19,144.29568481445312,145.06482897904505,139.3389618768718,139.8327244953814,16193900
2024-01-22,145.15975952148438,146.77402897290335,144.21019607438535,145.04581654437277,10456100
2024-01-23,145.75799560546875,145.98589605900554,143.77341139026544,145.15976597067782,6232300
2024-01-24,146.58412170410156,148.43578223219163,146.13782567303463,146.98293665946542,8331900
2024-01-25,146.67910766601562,150.01207107707765,145.91945379902128,149.65124671937943,7740900
2024-01-26,143.1182098388672,145.26421810216598,142.79536173087504,144.53306464980537,7744700
2024-01-29,142.0926971435547,143.61200470585084,140.93422838737177,142.81436026659046,10770700
2024-01-30,138.61729431152344,141.29507069638834,138.22798423596052,140.53541689640736,9132800
2024-01-31,141.01968383789062,142.5864724582725,137.0600053977828,138.00956898982372,21184200
2024-02-01,133.99290466308594,136.65168533311459,133.0243458462435,133.76500420936154,22810600
2024-02-02,134.54367065429688,134.97097138234065,132.23622354015515,133.5561163827562,10442700
2024-02-05,136.76564025878906,137.35436503750273,134.08787851733277,134.70508904410096,8032600
2024-02-06,136.8321075439453,137.50628952188876,135.24632373225396,137.211927152151,7286300
