Price,Close,High,Low,Open,Volume
Ticker,COST,COST,COST,COST,COST
2024-01-02,641.7051391601562,648.7568076038528,640.5709248375977,646.5673562005993,2657700
2024-01-03,635.8269653320312,646.4390491712594,634.2587977685813,642.2573492634729,2612600
2024-01-04,639.4367065429688,640.9654458889389,631.7045215929817,633.2529450532271,2171100
2024-01-05,646.991455078125,650.581428308472,643.2732642184035,647.159101133434,2233500
2024-01-08,652.5933227539062,652.9779756191565,645.0386562058984,646.7941540946766,2245300
2024-01-09,658.0078125,658.1162858076278,649.2104587023996,649.821930322202,1886200
2024-01-10,663.5111694335938,664.5664667174532,659.8127229604706,660.355149737315,1801900
2024-01-11,664.3199462890625,665.2371538497817,658.4616042915065,661.775398097216,1670800
2024-01-12,673.8470458984375,674.3204277636372,666.8150618281309,668.1859670415155,2388400
2024-01-16,672.12109375,677.0819718862253,668.8368566214954,673.8470353352285,1626700
2024-01-17,674.7839965820312,675.4546409553382,669.8527348405984,671.1447230090112,1786800
2024-01-18,677.861083984375,678.2654209518913,670.8587165460403,673.4426928252725,1900600
2024-01-19,685.4157104492188,686.5597967909804,673.2848195805027,679.0346871633042,2267900
2024-01-22,682.9896850585938,689.0551014309906,681.0270523395296,685.8695253209158,2452900
2024-01-23,678.1373291015625,682.1217672145193,675.2180002628372,681.2242438010011,2208600
2024-01-24,677.0720825195312,680.4844769843827,673.7286727437977,679.527841138429,1946500
2024-01-25,670.5530395507812,677.0622813969267,666.6672026364506,677.0622813969267,2751900
2024-01-26,677.4370727539062,677.7921091810307,670.1585250175007,670.730568280804,1825500
2024-01-29,684.4690551757812,684.5874006511077,676.8255988812479,680.4155721556727,2215400
2024-01-30,691.1065063476562,692.9902821665402,681.3031549532685,683.4137495644305,1610500
2024-01-31,685.3270263671875,695.8207656434338,683.512295587149,691.6784938032245,1928500
2024-02-01,695.81640625,696.6263292645006,682.9960513593596,685.4653067872677,2039200
2024-02-02,700.7549438476562,705.4959626778091,693.6237628363086,694.6904981015488,2377400
2024-02-05,702.4143676757812,704.0934737061207,697.0017781583867,701.9008034538856,2276900
2024-02-06,702.048828125,703.9550861452417,695.6781971346119,702.4834195062948,1920200
2024-02-07,710.928466796875,714.4249116120119,703.2441131408488,705.367697427785,2145500
2024-02-08,715.25439453125,719.2150899761003,711.7974368510445,714.9877559322763,1918500
2024-02-09,714.5038452148438,716.6076558697143,711.264152837265,716.2224375166677,1426100
2024-02-12,713.5259399414062,714.8988605064997,706.5033915692394,714.6223352306552,1572600
2024-02-13,705.4662475585938,712.9036735467948,700.3202977500566,712.5184552471434,1951100
2024-02-14,713.2987670898438,713.6642120808373,702.325410123399,707.1947747320299,1472500
2024-02-15,715.6002197265625,717.1015465486764,709.4468535449525,712.6173394198569,1264100
2024-02-16,715.0864868164062,720.0941440692853,709.6640115304086,713.1110824697663,1764900
2024-02-20,716.7656860351562,725.9217056668476,714.8100547680239,719.07693594732,2407300
2024-02-21,714.1285400390625,719.8275413469001,711.4123586996017,716.7656883144247,1564200
2024-02-22,725.3684692382812,726.9981415839642,716.9235677892136,716.9235677892136,1801600
2024-02-23,728.85498046875,733.378672823983,728.0549442043235,731.0180504110216,1265800
2024-02-26,736.1837768554688,737.5962439870287,729.9118922872556,732.8749987512093,1707000
2024-02-27,735.5516967773438,737.4579547107046,732.2132586560427,736.8258108604399,1471300
2024-02-28,738.7618408203125,742.6336169923244,734.0702548520658,734.0702548520658,1365000
2024-02-29,734.7417602539062,743.3051209380661,733.8528042130428,742.1791260288535,3361200
2024-03-01,740.2235717773438,742.1397165411092,730.1588835047328,731.3342515858759,1678100
